"name","yearid","attendance","change_attendace","wswin","divwin","wcwin"
"Texas Rangers",2000,2588401,-183068,"N","N","N"
"Texas Rangers",2001,2831021,242620,"N","N","N"
"Texas Rangers",2002,2352397,-478624,"N","N","N"
"Texas Rangers",2003,2094394,-258003,"N","N","N"
"Texas Rangers",2004,2513685,419291,"N","N","N"
"Texas Rangers",2005,2525221,11536,"N","N","N"
"Texas Rangers",2006,2388757,-136464,"N","N","N"
"Texas Rangers",2007,2353862,-34895,"N","N","N"
"Texas Rangers",2008,1945677,-408185,"N","N","N"
"Texas Rangers",2009,2156016,210339,"N","N","N"
"Texas Rangers",2010,2505171,349155,"N","Y","N"
"Texas Rangers",2011,2946949,441778,"N","Y","N"
"Texas Rangers",2012,3460280,513331,"N","N","Y"
"Texas Rangers",2013,3178273,-282007,"N","N","N"
"Texas Rangers",2014,2718733,-459540,"N","N","N"
"Texas Rangers",2015,2491875,-226858,"N","Y","N"
"Texas Rangers",2016,2710402,218527,"N","Y","N"
"Toronto Blue Jays",1977,1701052,-1009350,"N","N",NULL
"Toronto Blue Jays",1978,1562585,-138467,"N","N",NULL
"Toronto Blue Jays",1979,1431651,-130934,"N","N",NULL
"Toronto Blue Jays",1980,1400327,-31324,"N","N",NULL
"Toronto Blue Jays",1981,755083,-645244,"N","N",NULL
"Toronto Blue Jays",1982,1275978,520895,"N","N",NULL
"Toronto Blue Jays",1983,1930415,654437,"N","N",NULL
"Toronto Blue Jays",1984,2110009,179594,"N","N",NULL
"Toronto Blue Jays",1985,2468925,358916,"N","Y",NULL
"Toronto Blue Jays",1986,2455477,-13448,"N","N",NULL
"Toronto Blue Jays",1987,2778429,322952,"N","N",NULL
"Toronto Blue Jays",1988,2595175,-183254,"N","N",NULL
"Toronto Blue Jays",1989,3375883,780708,"N","Y",NULL
"Toronto Blue Jays",1990,3885284,509401,"N","N",NULL
"Toronto Blue Jays",1991,4001527,116243,"N","Y",NULL
"Toronto Blue Jays",1992,4028318,26791,"Y","Y",NULL
"Toronto Blue Jays",1993,4057947,29629,"Y","Y",NULL
"Toronto Blue Jays",1995,2826483,-1231464,"N","N","N"
"Toronto Blue Jays",1996,2559573,-266910,"N","N","N"
"Toronto Blue Jays",1997,2589297,29724,"N","N","N"
"Toronto Blue Jays",1998,2454303,-134994,"N","N","N"
"Toronto Blue Jays",1999,2163464,-290839,"N","N","N"
"Toronto Blue Jays",2000,1705712,-457752,"N","N","N"
"Toronto Blue Jays",2001,1915438,209726,"N","N","N"
"Toronto Blue Jays",2002,1637900,-277538,"N","N","N"
"Toronto Blue Jays",2003,1799458,161558,"N","N","N"
"Toronto Blue Jays",2004,1900041,100583,"N","N","N"
"Toronto Blue Jays",2005,2014995,114954,"N","N","N"
"Toronto Blue Jays",2006,2302212,287217,"N","N","N"
"Toronto Blue Jays",2007,2360644,58432,"N","N","N"
"Toronto Blue Jays",2008,2399786,39142,"N","N","N"
"Toronto Blue Jays",2009,1876129,-523657,"N","N","N"
"Toronto Blue Jays",2010,1625555,-250574,"N","N","N"
"Toronto Blue Jays",2011,1818103,192548,"N","N","N"
"Toronto Blue Jays",2012,2099663,281560,"N","N","N"
"Toronto Blue Jays",2013,2536562,436899,"N","N","N"
"Toronto Blue Jays",2014,2375525,-161037,"N","N","N"
"Toronto Blue Jays",2015,2794891,419366,"N","Y","N"
"Toronto Blue Jays",2016,3392099,597208,"N","N","Y"
"Washington Nationals",2005,2731993,-660106,"N","N","N"
"Washington Nationals",2006,2153056,-578937,"N","N","N"
"Washington Nationals",2007,1943812,-209244,"N","N","N"
"Washington Nationals",2008,2320400,376588,"N","N","N"
"Washington Nationals",2009,1817226,-503174,"N","N","N"
"Washington Nationals",2010,1828066,10840,"N","N","N"
"Washington Nationals",2011,1940478,112412,"N","N","N"
"Washington Nationals",2012,2370794,430316,"N","Y","N"
"Washington Nationals",2013,2652422,281628,"N","N","N"
"Washington Nationals",2014,2579389,-73033,"N","Y","N"
"Washington Nationals",2015,2619843,40454,"N","N","N"
"Washington Nationals",2016,2481938,-137905,"N","Y","N"
"Washington Senators",1969,918106,-1563832,"N","N",NULL
"Washington Senators",1970,824789,-93317,"N","N",NULL
"Washington Senators",1971,655156,-169633,"N","N",NULL
